ques,skill
6,61
5496,48
592,158
2887,119
8,107
298,61
8875,9
300,107
9300,158
2655,119
6425,110
5703,125
8916,168
4962,90
7202,152
6940,152
66,61
4661,135
4413,33
9303,55
480,51
3231,63
7405,107
5980,2
7440,101
7916,30
6658,65
4880,34
10207,57
3226,69
2964,69
834,175
8495,87
5082,141
7585,51
11380,72
11514,72
8781,77
9381,72
9119,72
6989,178
8857,72
10101,169
10612,119
4388,110
7106,174
7541,102
172,32
9956,165
8110,30
4505,106
6021,137
1731,110
5074,34
10368,109
1543,59
9743,57
6039,127
10642,119
1879,166
5630,107
4871,55
8346,98
2231,59
1835,59
4908,122
1136,58
8653,26
9402,144
1344,7
8061,114
6275,30
6999,61
2406,33
1189,69
4260,59
4738,61
5338,56
11284,94
1603,59
1737,59
6305,30
11673,54
3135,34
6946,26
4389,65
1120,90
7140,77
5164,61
4405,9
4135,148
4506,61
5502,56
5562,107
8179,119
11553,110
9012,93
5803,169
8855,109
9030,110
90,110
7834,57
4336,30
11360,65
5532,56
1896,65
5270,56
182,49
194,59
8301,58
11126,19
7480,94
7538,72
11390,65
8,54
5300,56
3359,61
5277,72
4881,72
5978,119
11575,3
3099,107
5716,119
191,111
5792,114
6986,94
9300,105
797,106
11158,65
11292,65
2954,133
4385,26
2993,61
8025,136
4090,108
3391,107
732,61
9254,110
6480,114
7412,94
3706,118
8532,125
1961,35
6993,110
4677,26
11239,30
2736,31
6459,176
6139,171
5776,119
4468,37
9298,8
896,61
6625,64
1785,159
10362,107
11088,19
1482,158
5334,151
174,76
5802,27
5084,161
5385,89
4762,110
169,82
530,61
4566,171
11794,36
3679,119
1241,72
583,72
4452,42
7506,55
1680,119
981,118
11812,26
4866,59
7904,101
9001,148
10294,107
5165,99
7520,111
351,72
5259,111
11269,164
11580,26
8008,50
9664,61
11097,57
8061,61
8063,107
1740,119
8739,97
2853,110
8799,148
2725,110
6971,30
11525,103
7730,55
4694,59
3091,59
1299,130
6189,152
344,166
7135,30
5743,65
591,43
5085,65
8125,180
8570,72
11682,63
8347,0
545,48
2785,110
7427,30
524,110
7530,128
6684,107
8905,119
9039,119
9911,48
10272,27
478,115
9055,63
189,12
1212,110
554,110
628,59
9205,7
7537,144
7380,160
10203,48
1801,101
11785,110
3793,61
2896,75
10017,43
6431,169
8000,26
718,110
11609,69
4298,169
734,54
1831,101
8837,119
4219,61
9688,110
7176,114
5827,31
1597,55
7574,160
6165,26
7312,160
5245,26
42,69
3853,61
3987,61
1287,14
951,65
7264,119
6944,114
6682,114
11761,35
3922,16
5671,26
10183,65
8193,151
1622,61
4332,72
1756,61
7642,48
9500,8
1337,77
1946,158
5643,48
4047,61
11731,142
1390,61
9530,8
1524,61
11648,107
11285,55
2446,107
2151,159
2349,174
3854,16
9845,19
11402,51
2522,102
2103,118
224,35
10377,65
8824,152
6945,69
11441,164
3771,139
5629,99
9613,19
5041,114
10407,65
1871,118
4622,130
11444,61
6855,152
977,26
5867,48
9319,107
8923,107
8298,55
1653,16
11212,61
3146,63
8636,50
9830,30
11635,164
339,119
9898,164
9502,164
6522,100
8951,61
11,61
10607,72
11589,169
4733,95
7410,158
3555,59
1433,26
9666,164
8981,61
2744,2
11734,119
6720,61
9020,174
9145,61
5237,136
7146,61
9460,72
225,124
2516,151
4071,110
10829,26
3809,110
10870,27
9860,164
9915,63
1810,110
8568,26
1152,110
5660,30
7176,61
9228,72
8832,72
3020,34
8966,72
7178,107
7252,56
4800,111
842,69
9248,135
4119,127
4950,55
1182,110
6944,61
8239,93
10584,171
7342,107
6735,72
7758,170
7436,119
11206,110
10548,110
8170,114
11544,105
5592,30
6367,26
5109,61
4713,61
4847,61
4451,61
6765,72
10937,43
4715,107
4849,107
7466,119
6841,67
7878,63
9394,94
7781,130
6793,26
8350,58
340,157
8950,53
11043,65
886,101
2482,61
2616,61
3505,159
5631,119
3449,35
7943,57
1762,122
2250,61
3609,108
7480,151
7975,130
9169,110
2551,174
9721,34
4592,26
4652,77
3623,164
422,101
2676,61
2280,61
2810,61
4672,140
6986,151
9240,111
9636,111
6301,48
5346,84
679,107
9751,34
188,55
6938,110
6280,110
3768,114
6404,176
4962,94
11646,61
1720,30
5195,73
1227,97
3978,109
7412,151
10390,142
9404,111
6991,94
3856,119
880,174
10690,30
11177,148
5693,141
8774,65
3645,57
7879,152
1867,26
1160,164
6396,69
945,10
2032,93
9599,178
347,61
1007,107
4362,48
9584,55
6736,110
662,72
3700,114
6787,75
9066,65
8459,30
9975,61
11759,72
1340,108
4066,63
3408,63
7615,55
2760,27
974,135
4243,110
5453,34
2244,110
1444,57
2277,58
8295,164
3661,135
1786,171
1423,119
7383,55
7746,107
2691,48
11555,26
11689,26
4743,59
8915,30
5269,105
2767,43
4052,141
5483,34
8325,164
9653,144
7774,61
9692,72
3618,34
4301,64
8038,107
8434,107
7693,72
5777,107
9211,149
9324,26
2378,59
5738,152
1120,94
2240,125
7938,61
5030,65
2489,48
7723,72
2433,116
11670,110
2730,110
2804,59
9129,93
2921,55
147,59
3977,101
5835,61
205,37
3319,101
5311,61
10603,63
6233,107
8984,119
8588,119
5626,72
8262,134
8641,130
177,59
5603,61
9534,155
5580,77
2470,132
5656,72
3740,107
603,59
663,110
6714,164
5686,72
6406,169
4267,159
6843,170
2512,142
3807,174
882,9
6859,114
6993,114
2497,19
7405,58
3274,61
5454,72
10882,147
7580,32
560,116
7685,48
40,80
3851,72
3455,72
475,8
4971,103
11063,158
1673,107
7237,43
9957,183
5139,37
3559,21
5061,154
3619,72
1043,61
1629,158
2763,87
4716,119
7566,110
8290,141
2381,170
5328,94
10158,65
8867,152
2727,26
7221,48
3649,72
3387,72
6402,130
9019,142
1388,72
8311,55
41,35
6455,141
11386,164
2660,93
3813,72
7962,59
2540,176
9183,142
7378,8
418,143
9296,19
4926,63
894,72
8838,107
2853,114
11550,164
9745,30
2725,114
8353,65
11465,56
11244,57
4921,69
4397,69
11642,103
4912,141
9447,164
9581,164
3794,156
758,160
2824,69
8935,174
7491,19
9805,30
3717,94
10184,26
8926,61
3958,156
7983,77
4411,101
9837,103
4809,147
11845,7
3171,126
688,114
1822,43
5396,65
2884,69
308,58
7514,164
3379,48
6433,61
8747,72
6171,61
2222,135
7093,107
3358,110
1456,43
165,130
1493,110
6859,61
7282,164
8851,21
8455,21
9346,0
218,141
6995,107
4887,164
9193,135
6951,0
9688,114
1785,110
9966,58
8941,72
1079,69
2562,152
7006,57
5313,164
2300,152
6942,72
10252,48
357,84
10054,63
3345,9
2638,147
4966,56
4368,107
10493,110
5141,30
5555,47
4396,61
9822,63
1286,116
3977,77
4398,107
11181,110
3154,40
11643,141
8658,110
6476,26
9093,38
5810,165
9854,136
7441,119
2427,61
233,152
5236,51
5673,52
4217,72
6867,32
5576,119
2563,107
8950,110
4615,118
9923,91
9981,69
11018,65
302,107
11152,65
10756,65
4507,26
7605,119
3587,26
2329,61
7186,135
1671,61
8017,63
5078,0
11795,107
619,164
2248,72
594,107
2706,169
3477,46
3879,26
11561,61
2359,61
4640,124
8921,65
11728,174
360,61
2674,72
1144,143
10020,158
3697,170
100,107
2824,16
6487,110
3985,48
6621,110
4305,26
7345,141
3847,114
11725,61
2389,61
5478,68
3727,170
3465,170
6913,110
4015,48
8206,69
10897,30
9878,51
10635,30
11755,61
10464,148
6042,2
505,169
3953,109
6991,151
7106,101
9360,61
554,61
11808,72
2472,72
10517,159
9395,55
556,107
9570,56
6695,8
211,72
1308,119
4682,110
4098,59
5177,89
584,61
6488,65
10285,159
3714,69
5197,152
3452,69
7313,178
9255,21
1495,103
3675,114
10278,119
6164,126
10699,149
4262,59
3866,59
1676,114
9843,164
11276,160
6914,65
3744,69
5361,152
7978,164
83,21
7557,107
8013,158
7691,107
710,119
4554,59
4030,59
10458,63
1182,114
3799,126
3735,141
1856,58
1916,109
1957,110
3450,130
4322,59
10750,63
10736,165
1723,64
11585,110
2323,59
10449,108
2121,110
1436,7
11560,53
7091,61
6458,148
444,161
7406,72
11712,43
196,32
8241,119
5261,55
5302,56
8528,149
11293,59
5131,174
1903,8
175,94
10744,2
8540,159
10532,119
5256,61
11703,115
8294,103
8667,119
5258,107
8683,63
904,95
1910,24
9518,110
8819,109
4127,102
5684,107
11809,110
5205,72
10064,27
3819,107
3423,107
9185,58
84,110
7572,94
10249,157
7310,94
1,75
3055,61
8308,135
3849,107
7338,48
4385,87
9215,58
9316,110
54,59
31,75
6255,57
6296,58
1227,101
1965,30
3219,61
11493,8
3617,107
11278,19
3272,72
4070,52
5988,63
1618,107
7504,94
1356,107
10385,152
4311,114
9811,65
2904,26
190,81
6874,48
3302,72
726,61
363,9
6703,166
1252,107
1386,107
1064,56
701,4
4063,170
9406,137
4753,58
4691,119
3744,16
5328,151
1333,72
5796,27
9607,19
1071,72
3748,135
4243,114
4884,110
11069,164
5255,53
6113,84
10708,158
2815,88
5069,48
4673,48
7323,8
7383,59
4213,63
8783,107
2198,119
1647,16
915,67
4685,58
8859,102
11361,164
10414,61
9354,81
5446,156
2290,58
11610,87
7924,9
10145,21
11224,51
7283,178
8551,107
8188,55
7530,55
8850,174
5474,110
5212,110
11129,164
2817,110
10497,72
8581,107
3505,110
8995,97
9556,164
11498,7
4191,34
9007,107
3088,172
8002,26
8611,107
3717,151
258,52
982,83
6350,107
3273,110
2951,59
7546,133
878,110
9837,160
11714,170
2305,69
6873,40
8504,21
6514,107
6949,35
79,63
1304,110
1042,110
720,59
458,59
6804,61
7606,160
3885,61
7581,103
4545,107
9214,130
1072,110
1146,59
750,59
1206,110
7257,164
6572,61
3041,86
4311,61
10572,110
11370,90
7287,164
652,59
7476,63
8274,43
1951,55
1330,122
6655,72
3683,61
8115,171
4706,159
4739,107
7094,119
9408,130
944,59
5514,103
3736,72
9385,146
2478,107
2913,35
7522,7
7320,58
4109,61
11807,40
2508,107
10823,55
8237,110
5127,165
2165,118
3794,26
3623,144
1616,61
3930,72
7626,114
11216,107
8401,110
9521,141
2327,72
9597,136
1209,87
5210,176
2304,61
3442,109
2019,77
2683,57
43,61
1961,72
307,107
2662,119
5848,59
3019,164
10154,30
9892,30
8634,65
7209,152
11672,107
11309,55
9013,61
5004,84
1729,72
5540,64
9673,107
3088,119
75,107
6274,59
11619,72
11753,72
8781,61
11035,21
2155,72
10462,159
10010,35
6364,110
4365,110
7953,30
9469,61
9496,164
8582,9
3793,69
9984,103
4131,64
5727,24
1021,119
5690,142
9526,164
701,114
8841,61
315,78
1872,110
9575,56
11297,155
942,176
8894,72
7999,159
7273,55
4260,43
9306,16
3901,110
11523,94
8124,46
10438,57
5245,34
8660,26
1640,110
1015,58
7140,61
7493,179
7740,56
7404,107
893,68
796,135
5316,35
1670,110
1119,7
1573,177
164,43
3303,137
7434,107
529,141
5171,61
5435,107
5509,56
11560,110
4911,107
902,130
1774,59
10840,171
11425,43
9639,151
4858,72
10818,8
9067,110
3511,35
8805,110
6714,144
5103,61
5307,56
8856,48
2970,61
3104,61
3630,107
5420,118
8472,58
6121,165
9569,105
10689,136
8113,125
11165,65
11299,65
2202,81
3396,61
880,101
6508,52
11466,178
7572,151
3136,107
7310,151
9564,111
8636,58
5031,134
535,39
4684,26
11067,65
4422,26
9050,48
2902,61
2506,61
10885,24
7051,48
2821,72
7127,43
10790,137
10662,137
643,107
10726,152
8150,141
11359,65
3994,114
7428,156
2932,61
9494,65
1789,46
1754,25
1484,164
9395,59
9661,178
7479,94
6097,63
8392,24
10954,137
6872,59
3964,63
1481,51
6773,53
9128,65
6166,18
6752,115
1361,107
6407,80
3165,16
6506,59
7168,178
10542,169
10453,97
11014,164
6256,69
731,61
2857,21
9593,178
10368,174
1508,103
9848,138
11238,30
10646,118
2143,119
1881,119
5255,110
8202,34
4933,59
3248,27
10359,61
5331,105
8806,148
2732,110
3167,38
1686,1
230,21
7362,178
3045,48
4701,59
7351,19
3905,125
2440,59
8524,61
8128,61
4451,69
5571,100
6732,132
557,42
648,160
4830,65
7392,178
7505,55
7047,143
2394,64
11066,57
4046,141
4159,18
10344,72
9234,170
2995,65
6691,107
4798,126
9046,119
8060,61
10052,21
561,110
198,58
8835,57
3673,101
5263,81
9210,119
4198,107
6378,118
987,110
6477,97
8603,57
141,59
8405,72
9888,155
11519,136
11123,136
6489,107
8844,119
1914,96
4228,107
8474,27
9957,110
7775,26
6715,46
433,59
3869,174
493,110
6921,114
8173,72
7154,93
11287,136
4642,97
3860,61
3994,61
7395,155
7147,53
7197,170
3996,107
3899,174
2020,91
2193,19
2828,35
1735,107
4971,164
2032,101
4024,61
3366,61
652,116
9755,110
4801,103
7451,63
11289,158
2390,159
5100,170
604,75
969,173
11004,147
3843,26
6922,69
4369,72
11375,90
4107,72
2577,143
5400,31
2626,35
8755,157
9988,65
5618,109
1099,30
1823,61
1299,61
11819,107
5234,119
1216,26
6339,27
7822,110
9731,35
5689,110
529,35
10152,65
3507,26
5427,110
5501,59
11478,164
11189,61
1725,61
11527,56
9011,96
1172,77
6862,152
11191,107
8114,110
887,93
9514,158
9648,158
3333,31
7144,23
9324,34
8305,55
5719,110
3613,48
5591,110
11508,164
11642,164
8317,65
11617,107
11221,107
18,61
8185,111
11371,51
9094,107
4703,28
11709,46
5621,110
10001,30
7093,34
5311,69
6398,152
1516,21
9386,107
8990,107
9402,51
2877,114
11109,27
6995,34
3464,59
9441,164
3959,38
7770,30
65,11
4600,34
329,57
9288,107
3080,69
8795,174
4901,147
1329,171
966,119
3816,110
3420,110
9605,164
5750,65
10320,109
4929,101
2714,69
2788,18
8973,72
7057,107
1868,48
1606,48
1210,48
3920,59
7830,30
9750,114
10884,43
1847,110
1451,110
1189,110
1659,59
3140,69
564,58
6689,61
9003,72
8607,72
2024,157
2795,34
10362,119
6953,107
11523,151
7087,107
1374,48
7728,103
11370,94
11648,38
3112,91
1252,58
990,58
1064,7
5995,30
5599,30
2013,156
4764,168
2959,34
212,141
11002,48
4720,61
6772,72
3563,148
9146,134
5118,107
5252,107
9061,26
10585,110
11705,141
5268,51
4872,51
4012,132
10770,48
594,34
728,34
9217,135
10615,110
10689,59
3366,142
5298,51
707,96
6395,98
7991,58
8125,58
2660,101
4652,61
11080,65
2998,96
2391,61
2917,107
5668,119
753,40
11110,65
1211,137
4601,72
4473,72
8810,110
9247,111
5174,119
11010,19
9397,55
2664,169
11274,65
3194,169
4367,26
11787,61
5899,1
10529,96
2280,179
6996,48
1803,25
7780,130
5204,119
586,61
3624,103
11304,65
1757,30
8608,137
9043,65
2270,26
7886,152
878,61
4716,156
220,61
602,163
2272,72
9591,55
3295,170
6683,59
6481,110
10727,30
4841,43
7479,151
1593,164
4082,176
11840,21
6550,65
3983,170
303,72
10757,30
8307,158
872,0
5096,161
4774,110
51,36
10734,46
7550,152
4423,38
9750,61
11668,72
4054,171
9651,55
10451,108
3792,171
3940,69
3140,16
729,72
3144,135
6592,75
7,87
10989,164
4018,110
11203,93
3498,74
7268,65
2281,110
8227,148
4694,100
8179,107
10534,119
5009,111
11726,26
1808,48
1670,114
1274,114
9218,149
11802,21
8968,159
7813,107
7947,107
2496,48
9322,98
11638,155
3514,152
10594,119
973,135
6240,107
8595,119
10482,63
5716,107
11707,110
265,48
8294,164
7743,61
4111,34
506,110
1199,74
640,110
11383,171
1801,142
7998,21
4131,97
11475,110
11549,59
11609,110
2669,110
1755,147
4999,65
408,110
12,110
177,177
5116,61
1618,34
1356,34
5776,107
8527,119
5693,72
5679,174
11088,7
7423,32
6850,170
3515,107
6266,119
3253,107
3853,102
10300,156
5781,77
7398,160
6558,119
6692,119
542,59
146,59
11736,19
280,59
7106,109
10581,152
1756,102
3445,61
3049,61
9758,115
933,65
7856,48
8640,130
1312,61
9586,8
1710,107
7251,59
3054,31
8307,105
6032,22
6381,176
5655,72
11780,75
866,132
1080,61
11264,158
3528,72
7265,115
10713,55
11511,35
3806,16
7240,58
11037,152
7019,59
10329,65
9236,137
1853,169
2987,98
9409,65
3820,72
7557,115
4222,52
6932,63
4335,114
703,87
212,35
6626,141
6927,69
9356,30
3019,144
4314,176
11136,107
2707,57
5423,48
7415,8
11548,51
2028,119
8836,152
7091,69
10506,61
3560,94
2500,114
10640,61
11438,41
7470,65
3011,37
7505,59
10545,174
10559,72
5605,65
8905,107
9039,107
8643,107
8280,55
8808,174
7498,19
5304,110
2808,58
251,97
2505,57
4703,85
5373,65
3554,33
2484,119
1479,38
2599,69
8411,107
5596,110
6757,142
9844,103
11762,114
89,119
3432,43
3073,110
9520,164
7319,30
1171,43
8177,61
8094,26
4374,152
8754,72
9874,103
9175,102
7422,158
7160,158
8665,0
6475,55
1012,171
3701,59
3499,110
9550,164
7213,169
1104,110
405,109
7289,164
8260,72
4554,96
1155,48
9580,164
2252,95
4739,34
1530,110
509,58
5762,132
8948,72
8552,72
9672,103
1243,53
8290,72
10274,171
9971,170
824,69
428,69
9387,119
6553,72
7471,154
1148,166
7710,170
4771,107
8318,26
7922,26
902,110
1372,59
2418,141
4713,102
7349,164
2927,18
9801,109
5678,30
8978,72
6402,61
10475,53
2904,34
2642,34
2075,152
10514,166
5063,107
3244,75
4539,107
6853,118
2975,35
449,141
4567,61
6747,72
6485,72
3909,61
15,34
8320,48
4224,72
8396,43
1436,178
6117,26
217,141
7311,6
9134,157
6515,72
8507,32
3856,26
8746,48
8484,48
4254,72
9185,95
3359,159
6223,48
8403,59
8859,110
1878,122
75,34
1632,66
2628,61
2500,61
1741,9
4022,72
8229,64
3389,159
8889,110
1110,142
10821,19
9747,141
9703,34
7614,141
11598,61
11732,61
2396,61
2074,10
11124,178
5186,1
5471,170
2187,72
1865,21
3109,118
170,55
9471,34
7891,18
4117,93
10605,148
8464,65
299,61
2553,21
2217,72
10582,137
2656,119
10806,30
11581,26
3332,109
5968,171
7539,101
4297,37
11187,72
9566,55
3344,119
6456,110
308,123
1502,103
9908,169
9984,164
6263,65
14,26
3751,69
9637,56
674,72
3262,63
4225,110
3903,59
10014,164
2323,43
6516,137
8343,30
3917,115
10345,119
7466,107
881,119
173,32
3648,75
1806,59
10509,119
5631,107
964,130
11795,38
8209,164
9403,144
182,94
3331,152
8623,154
8204,170
3842,75
7942,170
10303,27
1866,59
1604,59
8092,114
2701,106
6947,26
1,59
1121,90
10307,119
1213,29
3826,107
3168,107
91,110
5533,56
1130,152
11584,110
11221,58
183,49
9222,58
11472,54
9397,59
9020,109
7481,94
11391,65
3226,61
6299,124
11576,3
3865,169
11421,65
11159,65
10526,152
6007,73
11695,75
8682,63
4394,109
11433,75
3654,107
9531,8
9517,110
618,111
3309,72
733,61
9195,59
6347,114
6481,114
7279,94
1131,107
11451,65
5699,78
9188,19
2038,30
7767,33
1867,148
9561,8
1025,61
9299,8
11217,19
10248,157
9276,24
11819,87
1423,107
1483,158
4174,119
7548,110
7589,111
4774,114
9352,19
8519,18
3450,61
7739,55
1451,61
5685,156
927,61
531,61
5060,104
9655,178
2327,109
2385,87
2822,88
7330,8
6920,110
6994,59
8510,90
9644,19
3884,114
8660,34
10881,46
1508,164
1219,61
876,72
8195,55
9389,35
4722,58
9331,30
5258,38
10323,61
2424,176
11205,119
2003,119
3560,151
2137,119
4853,110
2737,114
7241,70
7010,137
3116,110
11464,6
1068,26
2551,109
2592,110
5302,121
6362,101
9301,164
214,114
709,93
6603,163
9090,102
11445,114
8335,169
3092,59
10337,93
4228,34
9844,160
4057,152
3869,101
8041,72
11475,114
8876,119
2250,130
6694,35
2652,110
2497,7
10367,93
8203,26
1183,110
11563,119
7545,26
3899,101
8541,21
5951,112
479,115
4290,107
1287,59
9091,57
555,110
11708,69
11446,69
5659,61
6319,107
433,120
3050,132
2821,80
6236,72
7356,103
7490,103
4031,4
10445,110
2666,142
7294,164
1055,59
7605,26
4569,30
1263,173
9100,119
3952,61
1032,48
3327,9
10475,110
1011,110
1085,59
9192,58
8445,43
666,75
7575,160
7327,58
3419,133
4116,61
9369,135
222,34
2334,96
8399,48
1082,111
9422,146
10830,55
3084,35
4643,113
8167,48
8194,151
2019,61
2679,107
8146,110
8843,38
2794,30
4310,61
22,107
719,35
1216,87
11730,96
2996,164
4101,72
11515,107
4899,52
2676,159
7491,7
9846,19
4818,63
9782,34
1817,61
80,61
8280,59
2394,72
1672,87
216,107
4885,130
11445,61
1764,26
1593,144
11785,102
4765,186
1504,72
347,159
6371,110
2939,114
9697,30
11213,61
8701,65
7057,34
9899,164
8589,9
414,41
9478,107
9975,159
3289,119
9216,107
6988,55
692,170
3556,59
10989,144
9533,164
9667,164
11558,72
42,61
817,57
4917,152
1881,156
7280,55
738,114
8288,30
3202,69
7147,61
9461,72
8306,20
9238,0
5020,34
1314,58
10254,58
2931,141
7480,62
9491,72
1390,53
7515,56
7119,56
3246,152
7253,56
4801,111
3023,80
7230,72
3361,75
4951,55
1707,110
1781,59
7496,164
7207,61
9521,72
3602,137
6945,61
2917,34
8230,159
4946,61
7320,123
5022,56
8718,98
11469,110
1811,59
6045,154
5855,30
3766,137
3914,35
901,23
1542,19
5110,61
4714,61
6968,21
11522,94
8201,114
3509,107
4307,87
8842,110
36,110
7097,27
8143,109
8217,58
7757,73
737,157
11306,65
417,152
887,101
2745,61
5455,72
2483,61
3562,91
1225,96
3405,107
3539,107
4337,87
8872,110
8643,58
5170,61
1699,137
3879,148
6207,57
8985,172
4563,26
2828,72
7134,43
10246,34
11366,65
650,107
4459,26
2543,61
9105,65
3566,159
530,163
7486,94
7560,43
10278,107
2499,139
5842,63
9653,55
4087,46
9045,172
4031,114
3043,10
11647,61
995,118
9135,65
4369,109
2758,26
4280,37
7279,151
708,61
6134,63
3038,16
4218,98
9297,19
6435,176
10683,169
4574,110
8404,152
6511,171
3052,72
476,61
9053,9
2468,21
3829,114
3121,27
4678,59
11051,164
10366,61
4113,58
10104,61
11760,72
9630,178
846,129
1737,108
11434,87
7728,111
4296,115
5104,59
11788,26
175,82
5240,105
8581,148
3889,141
909,77
10532,107
587,26
6203,152
10573,108
2220,53
8667,107
7512,55
8009,107
7250,55
5270,105
11335,57
4053,141
6307,101
4092,69
2710,38
8326,164
8301,107
5265,111
2326,48
7694,72
5778,107
11728,109
2963,110
2567,110
9325,26
2305,110
2379,59
8067,61
1121,94
4769,65
11216,119
2069,18
9502,103
5792,163
7002,87
10450,27
2993,110
11671,110
10411,72
10223,21
7752,26
107,58
148,59
5836,61
26,69
8985,119
11278,7
11701,110
7372,155
1395,23
7782,26
762,110
9702,110
137,58
178,59
5604,61
8254,21
7326,160
6264,107
8881,119
11731,110
5096,35
3640,55
11683,69
604,59
664,110
6977,164
7092,114
7356,160
4376,96
5685,26
9045,119
3373,61
11243,147
4167,107
4864,35
9574,59
4808,103
10597,157
1772,107
7272,58
7258,160
10673,152
761,19
3403,61
3933,61
7439,171
11580,75
7177,171
6915,171
9637,7
41,80
1175,9
2198,107
8158,43
11136,34
3829,61
2447,30
7741,105
10391,65
10129,65
3222,26
6978,119
1306,61
5062,154
7330,12
2591,159
5342,171
4583,119
8091,110
3636,16
9499,19
4356,113
10421,65
10159,65
5319,160
5131,109
2990,26
1823,179
11520,158
6327,135
6401,84
7024,63
11124,158
11198,107
8195,59
1651,72
7275,59
6219,43
4689,114
4427,114
10189,65
3981,27
4115,27
5598,110
4513,73
11288,158
7963,59
5387,48
1815,72
423,107
596,35
11776,97
9233,34
5628,110
5702,59
8816,96
6741,101
3229,176
1449,72
5656,64
11280,51
2546,119
2284,119
5336,59
3280,114
11420,61
2696,63
1273,31
3356,109
6831,152
11473,72
1875,72
11778,119
11811,67
759,160
5500,59
7492,19
11188,61
711,119
8152,65
3823,110
3427,110
9874,164
6615,96
8929,107
9399,56
8832,174
11756,114
7386,158
3591,110
11846,7
7837,30
9757,114
555,114
10687,21
4539,34
9429,56
4704,101
645,7
6958,61
309,58
3642,48
6696,61
7092,61
9010,72
7094,107
11538,12
113,119
9672,164
1756,110
2915,69
5344,30
9040,72
3651,137
8186,160
481,141
1298,171
7734,36
6779,72
8295,103
7536,51
7596,102
5735,36
8732,77
2906,141
1464,59
1027,58
8148,26
1068,59
1202,59
7152,61
8544,26
7179,164
1004,74
6494,61
6628,61
3720,65
7665,57
10664,171
684,69
6795,174
6943,72
7906,119
10853,43
1568,8
8574,26
5538,30
6006,98
5703,97
17,141
4397,61
10825,65
1563,14
11017,43
11182,110
5133,102
11520,105
3058,107
11522,151
7003,72
4427,61
3868,97
2428,61
6184,154
8176,114
8817,110
2564,107
7072,27
3201,169
2805,169
4770,26
697,34
4772,72
3877,159
2856,107
280,96
5211,119
197,61
8356,58
7960,58
3631,103
6019,63
11311,65
727,34
859,153
8409,69
2884,61
11562,61
4540,72
7668,34
8788,65
2143,26
7726,12
5241,119
6072,47
623,61
227,61
361,61
10906,137
9598,55
8094,34
7698,34
7486,151
6277,48
7240,95
3466,170
10898,30
3220,114
1145,119
8848,65
3457,57
2471,26
9757,61
1221,114
555,61
3570,119
10320,174
6944,110
6548,110
340,72
6682,110
10928,30
212,72
3646,114
14,87
1932,98
4683,110
8057,101
1647,114
11705,72
585,61
8892,148
11222,103
7314,178
943,119
2077,48
4317,110
6608,137
11176,108
9472,26
10988,57
1431,58
897,124
8373,91
9474,72
8014,158
11765,99
2220,110
7547,133
7489,128
3828,80
848,16
792,84
8662,170
2908,110
2512,110
5626,174
2646,110
4203,142
8532,97
2384,110
1625,58
7488,61
7593,77
8391,57
2761,33
2887,172
1282,69
7407,72
10519,63
436,48
11616,110
10816,57
5732,169
176,94
5781,61
8095,72
5156,9
4490,148
5257,61
3258,61
11095,7
468,94
3555,55
6595,170
2460,54
49,110
5683,61
7384,37
11810,110
3948,107
8452,63
8355,130
153,59
7233,26
3702,51
7573,94
625,54
4758,97
8990,119
6414,108
4669,25
3714,61
3318,61
3452,61
3947,40
3850,107
3454,107
9183,110
9216,58
7438,27
11340,137
1793,102
3744,61
3086,61
3220,61
4808,160
4445,108
6060,118
7631,48
9623,8
1106,111
11279,19
1223,107
4312,114
4972,160
3563,26
2905,26
7795,48
1647,61
117,132
888,9
92,75
1401,5
702,4
9273,137
448,87
3595,72
11143,107
3333,72
2477,87
7119,7
1200,72
10134,65
3361,26
966,26
2509,160
7512,59
7250,59
5161,166
7516,178
5573,110
58,36
10875,46
619,103
11362,164
9953,30
6086,106
4679,18
8416,61
10596,72
9210,107
2229,119
4945,110
5489,8
7333,70
8890,102
2567,114
6438,157
3080,110
9527,164
7064,30
8582,107
11199,119
8747,174
9619,103
4550,146
2772,115
3768,110
1192,99
3446,59
10452,77
3506,110
3110,110
9557,164
732,114
8610,61
8214,61
10528,72
10602,21
4283,152
8925,72
9360,0
11701,114
1296,48
5776,172
5468,19
9587,164
8640,61
104,114
4350,34
1141,110
11770,69
650,58
4051,152
6775,61
569,69
11023,27
3566,110
3244,59
7418,103
530,114
507,130
7950,149
9808,109
1305,110
9746,170
10558,48
6462,72
7582,103
9762,114
5171,159
8751,26
1469,110
8093,26
751,59
9817,171
4312,61
6492,72
22,34
8783,99
10701,110
10305,110
10439,110
8123,26
4231,72
781,59
4666,0
2214,55
2200,157
4555,169
11635,136
6520,26
224,141
1740,172
2538,152
4604,61
9898,136
2826,30
3946,61
4342,61
5627,159
52,34
4707,159
7095,119
3801,87
5779,149
7482,6
1549,173
6686,72
82,34
4027,26
4687,72
11200,157
2375,107
8896,110
9754,141
7553,7
5464,114
1465,71
5563,93
10702,65
683,35
7928,69
8786,100
4395,21
11741,107
5519,171
11116,55
524,163
8268,110
8282,8
885,142
8664,110
177,55
8418,54
3786,98
4524,27
4221,26
4922,73
10612,148
11771,107
1960,26
2224,72
4827,186
2793,0
6433,110
9776,34
3471,63
262,112
10299,159
9573,55
9614,56
9996,158
3277,170
9674,107
3089,119
2342,77
3899,109
9554,163
9991,164
11620,72
104,61
6270,65
764,107
7788,142
