ques,bundle
3073,2187
9303,6902
2589,1845
11276,8340
10281,7523
9835,7177
568,366
11421,8435
3152,2187
3828,2470
11646,8553
6362,4699
9889,7184
2999,2130
7593,5500
4915,3492
9970,7257
6860,5097
8243,5996
3713,2641
2255,1568
3478,2478
5534,3914
1974,1289
10348,7590
4971,3508
3247,2316
11368,8400
6812,5056
10691,7929
2317,1628
8874,6509
5154,3629
8258,6011
3490,2488
11377,8405
5527,3911
774,447
10044,7300
2756,1971
2329,1638
6062,4420
7764,5624
7805,5662
8586,6227
10835,8058
11351,8389
1342,904
9184,6819
2938,2096
5696,4070
7012,5208
1212,794
1272,845
11122,8236
4004,2830
7870,5727
8164,5945
9659,7085
6077,4435
5010,3513
9516,7036
1354,914
760,441
1202,786
4949,3503
8941,6576
5455,3863
4746,3403
5221,3696
4866,3468
10480,7722
1135,732
252,119
11798,8640
2080,1405
4843,3457
10173,7427
2632,1881
1068,678
919,555
4852,3462
8737,6372
308,172
9058,6693
982,611
4836,3454
9913,7207
6971,5183
6377,4710
1060,679
35,13
6399,4728
3589,2564
3355,2397
6866,5103
7427,5399
7506,5463
534,340
8287,6028
9703,7104
9073,6708
9928,7222
1012,638
7049,5224
2147,1472
8027,5845
11383,8411
3262,2327
10734,7965
3853,2731
10664,7906
4606,3234
2882,2042
11712,8586
5614,3990
8497,6144
5336,3753
3865,2741
5162,3637
1547,1039
1278,851
1357,915
6613,4899
5799,4157
7974,5810
1227,805
8921,6556
5227,3702
10029,7287
7090,5238
11596,8532
1290,861
10801,8032
5732,4103
6625,4909
6685,4960
10905,8089
9594,7066
5814,4172
3436,2456
7524,5466
5681,4057
6407,4686
8678,6313
8130,5919
45,17
10103,7357
3957,2801
6147,4503
4564,3250
6974,5184
2884,2064
4374,3089
38,14
1927,1273
2369,1618
3878,2693
11806,8648
1085,698
2520,1787
4364,3081
6212,4568
8290,6029
9477,7016
1876,1227
1917,1265
2431,1715
559,359
8795,6430
11431,8441
1018,644
2453,1733
3000,2131
2573,1835
214,95
1850,1211
11741,8603
4802,3428
4821,3441
2443,1725
11424,8438
818,475
8810,6445
10879,8086
399,262
9774,7131
2802,2008
5998,4356
8522,6163
10932,8097
8246,5999
1572,1058
10935,8102
2814,2018
9887,7193
10401,7643
6698,4969
3212,2293
4955,3498
3718,2653
7806,5663
3250,2319
3819,2705
4237,2989
11162,8266
5372,3786
10807,8038
5757,4122
10416,7658
1245,821
5687,4063
4675,3336
7374,5373
2016,1341
9856,7183
10109,7363
589,372
3175,2266
4737,3396
7161,5265
5872,4230
1275,848
7873,5730
7914,5768
7933,5781
8167,5948
8994,6629
3029,2148
1126,725
4832,3441
6234,4582
9646,7080
1778,1176
11771,8616
1110,717
11669,8568
4348,3062
9972,7250
3041,2158
3082,2196
7261,5324
11643,8552
11662,8565
2538,1803
9009,6644
2598,1854
3379,2419
6378,4711
11266,8336
8033,5840
2083,1408
973,604
4827,3447
3397,2436
10176,7430
9967,7256
922,558
6390,4721
3580,2557
405,268
2148,1473
1446,972
7583,5496
2827,2027
3242,2040
528,338
10600,7842
6806,5050
5531,3913
8528,6169
1575,1059
7043,5222
1594,1072
6910,5107
7430,5402
8252,6005
9126,6761
9687,7094
1423,961
1508,1005
4961,3504
7198,5281
2962,2107
8204,5964
10829,8052
10848,8065
5163,3638
3038,2102
4887,3474
48,7
6071,4429
1348,908
9589,7057
10115,7369
1512,1016
2694,1925
1531,1029
10474,7716
5089,3581
11587,8525
2716,1943
6597,4889
6616,4902
7617,5507
4425,3012
3193,2282
8356,6075
5230,3705
667,402
565,354
6148,4504
5735,4106
3104,2173
9334,6925
7343,5352
1144,741
8731,6366
261,128
11807,8649
7070,5230
9346,6935
1076,691
3960,2804
8746,6381
1433,965
9922,7216
7503,5462
2887,2067
1892,1250
3769,2684
335,198
10606,7848
2444,1726
2356,1613
2523,1790
5556,3932
1915,1153
10982,8135
2861,2051
9566,7059
8277,6024
543,349
6761,5010
562,362
9271,6882
10880,8087
1021,647
2244,1557
3987,2799
3531,2519
10337,7579
11503,8480
4302,3039
8393,6091
10743,7974
11512,8485
7336,5362
11616,8542
10673,7915
2805,2011
5623,3999
4886,3477
8506,6153
6708,4975
7544,5476
2738,1957
2337,1613
11593,8531
7980,5814
4038,2858
5808,4166
6682,4959
6701,4972
3199,2288
8930,6565
5236,3711
10810,8041
4666,3329
5760,4125
267,134
5690,4066
4728,3389
4447,3147
11537,8491
11556,8504
2019,1344
6566,4868
6244,4588
10225,7472
4573,3259
3083,2197
5875,4233
1933,1277
2318,1613
341,204
6237,4585
2529,1796
211,94
9629,7074
7389,5322
5940,4298
9315,6914
1027,653
7346,5366
10955,8112
1523,1005
6737,4992
7050,5223
9247,6864
3254,2321
408,271
4067,2875
2830,2030
1414,954
5629,4005
6711,4976
7993,5823
9884,7192
3731,2660
11346,8384
11365,8397
6007,4365
8531,6172
5265,3728
7414,5392
10051,7305
5,2
11238,8329
10410,7652
4739,3389
4417,3109
4964,3507
5258,3725
8936,6571
1441,949
5381,3795
10816,8047
1339,901
4957,3504
9418,6988
2472,1625
6658,4941
7659,5546
7867,5724
8648,6289
5080,3574
8667,6302
6074,4432
1946,1286
7930,5780
2025,1350
4007,2837
4743,3400
10118,7372
11682,8575
6250,4594
10477,7719
6461,4777
11571,8515
303,167
7882,5739
9003,6638
3098,2208
3939,2787
4546,3236
10542,7784
1726,1138
2968,2098
9511,7044
11462,8464
9337,6928
6324,4664
8734,6369
1738,1148
7596,5503
1394,786
6762,5011
7424,5396
414,277
2157,1482
9070,6705
9925,7219
553,355
1895,1253
3753,2674
10609,7851
3269,2332
7417,5393
6013,4371
5559,3935
8198,5958
8,3
4256,3002
4275,3015
11716,8586
7439,5411
5157,3632
9135,6770
11320,8357
2342,1649
5343,3758
3872,2746
11151,8255
3135,2224
5172,3647
10746,7977
4896,3483
7535,5469
3612,2563
1234,810
8673,6308
6080,4438
1104,700
9598,7066
3674,2623
5458,3866
5477,3879
8369,6082
680,409
4787,3432
3424,2448
6676,4957
3443,2461
11241,8330
11472,8468
4196,2964
1806,1157
5811,4169
3433,2453
9737,7117
4360,3072
11801,8643
1472,988
11069,8199
8149,5934
3954,2798
8740,6375
270,137
149,76
2587,1843
11816,8658
2900,2074
4937,3497
10279,7521
11419,8433
6402,4731
6209,4565
6828,5068
10228,7475
455,304
9931,7225
1015,641
740,436
2450,1730
2997,2128
344,207
10615,7857
1037,659
5565,3941
195,84
9616,7069
7546,5469
11405,8427
8807,6442
3537,2523
5514,3895
4906,3487
2253,1566
3875,2747
10346,7588
5617,3993
1782,1163
10689,7927
624,382
7984,5816
4899,3484
8872,6507
5358,3769
9234,6859
183,87
2327,1636
5632,4008
7803,5660
8584,6225
11159,8263
600,375
1252,826
10804,8035
10054,7308
5754,4119
7381,5378
5817,4175
8327,6047
8939,6574
5706,4078
7729,5603
11550,8498
7940,5786
4466,3164
3998,2830
1133,730
8440,6109
8651,6292
11441,8447
3807,2710
1949,1289
10171,7425
11565,8513
6253,4597
7268,5329
11650,8557
4389,3102
306,170
1942,1286
4834,3452
3003,2134
7277,5334
350,213
2093,1418
3550,2532
11659,8562
9331,6926
5949,4307
2468,1746
2853,2045
2259,1572
10352,7594
4314,3049
8025,5843
1867,1233
1430,966
4102,2900
11381,8409
3024,2085
4247,2995
7411,5391
417,280
2160,1485
8018,5840
2,1
4076,2884
7809,5666
6016,4374
5375,3789
5100,3584
11096,8169
9138,6773
10419,7661
3774,2667
3438,2452
5346,3761
4637,3301
7295,5337
5712,4084
5225,3700
8945,6580
5390,3804
11575,8517
1288,859
7965,5805
5026,3527
3830,2720
2928,2094
1237,813
3434,2454
7876,5733
674,407
8676,6311
11568,8514
9341,6930
2034,1359
1822,685
6145,4501
4562,3248
9997,7271
312,176
9394,6941
1392,808
6381,4714
9012,6647
2370,1658
2578,1836
3359,2401
10551,7793
6333,4673
1899,1255
6393,4724
11088,8183
2571,1833
2590,1846
6882,5117
7484,5451
449,302
2969,2108
550,354
8069,5875
5553,3929
7126,5248
2678,1895
3519,2511
6831,5071
7433,5405
8808,6443
439,294
10979,8132
11406,8428
442,299
10618,7860
7099,5236
5103,3585
5568,3944
7118,5249
8520,6161
10870,8081
9454,7005
5166,3641
9144,6779
9619,7072
10740,7971
4052,2866
7111,5246
5352,3767
10033,7291
11160,8264
10692,7930
8875,6510
1769,1158
6689,4964
677,408
1243,819
4228,2984
10045,7301
8682,6317
6089,4447
8587,6228
2014,1339
5233,3708
10107,7361
6745,4980
6151,4507
7912,5766
8165,5946
9660,7086
6881,5026
9847,7178
11810,8652
9644,7078
4508,3159
8434,6107
786,435
3315,2357
5885,4243
4510,3205
3080,2194
9637,7075
8749,6384
7259,5322
2536,1801
9843,7180
2596,1852
3377,2417
839,483
10288,7530
11530,8490
971,602
10174,7428
2526,1793
3541,2525
7252,5319
920,556
2380,1675
730,432
983,612
4837,3455
3006,2137
628,384
3553,2535
3888,2754
8526,6167
1592,1070
5952,4310
11249,8332
8250,6003
9685,7092
621,381
2837,2035
1421,959
8000,5828
1842,1218
2262,1575
1861,1231
10355,7597
4670,3170
10698,7936
8881,6516
3817,2702
2934,2089
778,449
4250,2998
8663,6293
3835,2719
2763,1978
5641,4017
6069,4427
7812,5669
8593,6234
771,446
1571,1024
3847,2729
4669,3332
1510,1014
2737,1925
7019,5215
5763,4128
7666,5551
11126,8238
9400,6973
11585,8523
1279,852
7877,5734
8171,5952
1358,916
5826,4184
9647,7079
9523,7043
2919,2087
6510,4816
8948,6583
11119,8235
8354,6073
7678,5561
11559,8507
3925,2770
11578,8520
9995,7267
6588,4884
10487,7729
6247,4591
1142,739
4402,3109
2621,1871
4405,3114
11846,8685
2087,1412
3035,2154
10922,8071
9344,6933
10180,7434
4335,3055
926,562
6454,4776
7603,5508
315,179
9065,6700
989,618
359,222
39,15
6384,4717
10980,8133
541,347
9080,6715
2268,1581
3257,2324
2154,1479
9557,7054
433,292
9262,6877
7109,5242
2339,1646
10671,7913
2361,1664
2803,2009
7818,5675
8488,6143
5169,3644
11607,8537
427,73
11591,8529
10428,7670
5806,4164
5042,3539
8670,6305
3197,2286
10017,7281
5234,3709
7633,5521
4427,3128
4193,2961
3209,2296
7885,5742
5246,3719
8685,6320
2661,1902
3294,2340
9350,6939
10545,7787
4511,3206
6154,4510
4571,3257
6327,4667
1912,1262
3600,2568
1931,1275
10198,7450
1741,1151
11813,8655
893,532
1025,651
6847,5083
10995,8144
3380,2420
4114,2910
974,605
705,417
4812,3440
724,430
5562,3938
6840,5080
7442,5414
8817,6452
2364,1665
198,91
406,269
1454,949
2383,1678
2828,2028
7108,5245
8529,6170
1557,1047
9771,7130
1576,1060
191,88
8869,6504
2742,1961
8253,6006
1386,936
10749,7980
8003,5831
10408,7650
1845,1221
4061,2875
9336,6909
3706,2647
4962,3505
11169,8273
11229,8324
9665,7084
10814,8045
1337,899
5764,4129
9871,7189
848,479
7157,5258
4600,3274
5694,4070
3822,2714
4682,3343
1182,769
11285,8340
2023,1348
5435,3846
5008,3513
1448,888
10116,7370
758,441
6396,4527
6160,4516
5879,4237
4463,3161
1937,1281
9001,6636
11673,8570
3096,2206
11277,8341
10282,7524
5004,3515
8357,6076
11027,8166
8107,5901
4841,3457
11647,8554
3010,2139
4478,3176
4519,3214
11666,8567
3486,1839
642,387
3386,2426
8081,5885
7594,5501
347,210
4774,3403
727,431
2090,1415
9328,6923
1040,662
2475,1751
4259,2994
5274,3726
10183,7437
5946,4304
929,565
5283,3731
412,275
4574,3234
992,621
9068,6703
9923,7217
618,380
7047,5224
3267,2330
6813,5057
7399,5383
8259,6012
2271,1584
7186,5275
7746,5612
10836,8059
1313,797
3677,2615
7096,5237
4625,3293
11288,8341
6078,4436
7821,5678
8602,6243
5709,4081
7672,5555
5074,3570
10122,7376
5093,3583
5387,3801
6674,4955
1285,856
10481,7723
4194,2962
10885,8072
11781,8624
11280,8342
671,404
4864,3467
3200,2289
1971,1305
4187,2959
7898,5753
3111,2217
7271,5332
3130,2230
664,401
2374,1658
8738,6373
268,135
309,173
9505,7040
2096,1421
2896,1999
9353,6942
10189,7443
36,14
6400,4729
10548,7790
8289,6025
935,571
6889,5122
9074,6709
9929,7223
29,11
133,68
430,291
11384,8412
3516,2508
7107,5237
8805,6440
816,475
1028,654
2163,1488
11507,8482
7331,5359
8439,6090
708,420
11500,8479
10750,7981
9141,6776
7324,5356
11484,8471
11706,8584
7783,5641
2733,1954
7975,5811
5630,4006
1836,1214
4033,2855
1855,1227
5349,3764
8494,6147
10949,8083
11157,8261
11597,8533
1291,862
2745,1964
1370,926
5752,4117
7968,5808
4188,2914
9738,7116
5815,4173
1240,816
3437,2457
8325,6045
5259,3726
3206,2295
1303,872
10941,8084
10817,8048
3057,2172
170,84
3136,2236
3623,2583
6240,4581
4565,3251
2652,1894
3548,2409
7140,5252
4587,3269
7660,5547
6555,4858
9622,7062
9641,7075
6406,4735
4577,3261
1776,1176
580,369
4489,3148
846,488
5882,4240
1940,1284
10907,8099
348,211
3020,2145
9310,6911
3374,2414
10285,7527
11264,8336
7358,5303
8072,5878
8091,5891
2466,1744
8811,6446
3013,2142
9322,6921
9775,7132
7597,5504
5492,3883
7581,5496
4983,3511
5571,3947
8523,6164
415,278
7997,5825
8016,5838
10705,7941
519,335
8538,6179
4238,2990
7034,5219
4257,3003
10695,7933
8183,5951
8878,6513
11163,8267
8262,6015
512,332
10417,7659
7170,5265
8943,6578
4676,3337
1328,891
5710,4082
9404,6973
10839,8062
5388,3802
7518,5453
10110,7364
1198,781
755,440
5084,3576
4628,3296
7874,5731
3992,2826
4691,3352
6081,4439
11690,8578
1972,1306
3976,2818
2032,1357
4014,2844
10125,7379
1443,962
3112,2218
646,389
10484,7726
665,402
1962,1298
1981,1311
3691,2605
4472,3170
5888,4246
7075,5233
9332,6925
11663,8566
2539,1804
9010,6645
10247,7490
6269,4611
9515,7046
9988,7266
864,504
9325,6922
7274,5335
2551,1814
6391,4722
30,12
986,615
2099,1424
2866,2054
9689,7091
23,9
5955,4313
1700,1126
938,574
1719,1139
6829,5069
7431,5403
9809,7156
10977,8130
421,284
2164,1489
440,297
2205,1527
6892,5125
9077,6712
9564,7059
9932,7226
2963,2108
7037,5220
6020,4378
5164,3639
8268,6021
10423,7665
8372,6078
11700,8582
5776,4139
5179,3654
4884,3477
6687,4962
5030,3531
5090,3582
11487,8474
11588,8526
1241,817
2717,1944
11693,8579
5788,4149
8680,6315
2455,1715
6087,4445
1304,873
5020,3523
4036,2858
8611,6252
8478,6137
1804,1196
481,311
3194,2283
6977,5182
1294,865
7505,5338
10490,7732
3146,2242
5818,4176
9016,6651
8328,6048
1167,760
9582,7062
11808,8650
9848,7181
3060,2175
1644,1099
4316,3033
10947,8092
9369,6954
33,13
3961,2805
10205,7455
2576,1833
7359,5368
1748,1156
6223,4575
318,182
8747,6382
2594,1850
736,429
3375,2415
2506,1774
2105,1430
4378,3093
10557,7799
130,67
944,580
6835,5075
10983,8136
4390,3103
9083,6718
9938,7232
1022,648
11400,8424
3004,2135
3532,2520
3551,2533
10622,7864
2371,1670
8814,6449
2260,1573
10696,7934
1393,941
8879,6514
9882,7192
9150,6785
2739,1958
4248,2996
1868,1170
484,312
5639,4015
5045,3542
7810,5667
8591,6232
9231,6858
3219,2302
2751,1968
11166,8270
10811,8042
4667,3330
1319,884
82,39
10061,7315
5761,4126
3636,2590
10420,7662
5824,4182
3405,2428
8334,6054
6508,4814
8946,6581
4679,3340
3629,2587
11557,8505
5432,3843
11763,8610
1789,1183
3986,2824
4514,3209
10911,8101
1754,1162
8753,6388
1934,1278
3815,2713
10904,8098
2530,1797
11654,8559
2609,1861
11043,8176
11008,8155
9900,7195
5105,3569
4396,3109
5891,4249
3279,2329
9316,6915
987,616
357,220
2542,1807
6382,4715
3383,2423
7196,5228
10294,7536
6932,5155
4996,3518
5956,4314
5309,3749
8820,6455
3275,2331
2266,1579
10867,8071
10359,7601
4068,2876
2831,2031
1415,955
6883,5118
7485,5452
9885,7193
4071,2881
8532,6173
7193,5280
6,3
424,287
1807,1186
7522,5455
7816,5673
6023,4381
7392,5382
8887,6522
5382,3796
9668,7087
5167,3642
6660,4938
10426,7668
2943,2100
3218,2039
5021,3524
8479,6138
8952,6587
4685,3346
8599,6240
5779,4142
2026,1351
5397,3811
4008,2838
9517,7039
10119,7373
453,291
5014,3521
7631,5519
5033,3534
10924,8066
8472,6135
4191,2959
7883,5740
1978,1310
8683,6318
9992,7268
9004,6639
9348,6937
2041,1366
4358,3072
10134,7388
11049,8182
4184,2956
8110,5904
6152,4508
9338,6929
9985,7265
5897,4255
4481,3179
319,183
1053,673
6215,4564
9019,6654
2567,1826
10558,7800
1065,683
1612,1081
3735,1753
3838,2440
2977,2111
4112,2908
7130,5250
8513,6149
5560,3936
4276,3016
6838,5078
7440,5412
10986,8139
446,301
8281,6028
9554,7055
4105,2905
2381,1676
8385,6085
10625,7867
11628,8545
3873,2747
7312,5348
5173,3648
7537,5466
9151,6786
4878,3471
7982,5816
4897,3484
10747,7978
1843,1219
7701,5574
3616,2569
9438,7001
1377,931
11493,8478
4788,3433
4874,3473
478,310
9869,7187
6226,4564
4197,2965
54,19
7889,5746
9859,7179
6096,4454
3599,2521
3630,2588
3203,2292
7002,5199
1458,977
10499,7741
6158,4514
7727,5603
3639,2593
4461,3159
1641,1098
3604,2572
1173,764
8741,6376
271,138
11757,8608
4584,3266
6473,4791
11817,8659
3025,2141
3594,2527
834,480
3322,2364
1947,1289
1105,714
4517,3212
6425,4750
1757,1165
8756,6391
11829,8669
6911,5138
11018,8161
3384,2424
10295,7537
1038,660
2473,1749
7256,5321
909,546
6844,5084
7446,5418
4987,3511
2387,1682
4130,2924
6714,4974
9319,6918
9947,7241
1724,1109
10347,7589
4234,2981
6856,5094
8533,6174
2399,1692
7562,5485
8257,6010
8023,5843
10753,7984
1849,1225
2269,1582
7184,5273
10362,7604
5633,4009
2199,1523
1858,1230
7200,5254
11233,8328
8888,6523
1253,827
2922,2083
10055,7309
1316,883
5648,4024
7819,5676
8600,6241
4952,3503
8940,6575
5707,4079
5770,4135
8175,5954
11298,8349
5833,4191
4945,3500
1965,1184
1913,994
8955,6590
7685,5568
1969,1303
4166,2944
10876,8067
4011,2841
9520,7042
6254,4598
11021,8162
11835,8675
4428,3129
351,214
2094,1419
9351,6940
6266,4608
10187,7441
6310,4651
933,569
8381,6072
3749,2669
5299,3745
9819,7166
1431,967
4106,2906
7412,5392
418,281
2161,1486
4115,2911
4099,2903
6017,4375
3864,2740
8265,6018
9139,6774
2773,1986
7322,5354
10679,7916
2365,1666
5329,3745
11072,8076
699,415
11311,8358
7825,5682
10010,7269
11137,8242
5347,3762
8492,6145
1405,806
5391,3805
7299,5343
5176,3651
11595,8531
7966,5806
10435,7677
5473,3874
5027,3528
4631,3299
8677,6312
3894,2740
4694,3355
3204,2293
1301,870
10005,7275
4017,2847
7640,5528
833,472
4200,2968
8126,5916
7892,5749
8692,6327
3301,2347
1164,757
3127,2231
6272,4614
9376,6959
8309,6037
1461,980
6161,4517
9366,6951
10202,7452
9028,6663
3458,2452
6476,4794
11820,8662
5280,3721
9841,7180
10283,7525
837,483
8070,5876
6832,5072
2167,1492
443,300
4816,3442
728,432
10619,7861
1041,663
712,424
5569,3945
7449,5421
9145,6780
702,416
721,429
6717,4977
3465,2468
9208,6836
619,381
1400,946
5353,3768
9451,7008
1669,1107
8876,6511
5182,3657
4065,2877
10756,7987
1244,820
10046,7302
2758,1973
7393,5381
1307,876
5636,4012
1326,889
11176,8280
7203,5257
9875,7191
1256,830
63,28
7917,5768
9379,6960
8331,6051
4936,3493
8435,6108
4452,3151
3316,2358
6167,4523
5886,4244
4470,3168
1122,722
201,83
7362,5371
2597,1853
11826,8668
3796,2702
8076,5882
6352,4690
8095,5895
7272,5333
8765,6400
1045,623
984,613
354,217
3554,2536
2403,1694
6790,5037
5575,3951
1613,1080
4310,3044
4329,3057
1698,1124
5953,4311
9893,7194
419,282
1422,960
2263,1576
4092,2821
10356,7598
1691,1121
99,48
10699,7937
8882,6517
431,292
4973,3509
8266,6019
10762,7993
4090,2896
2278,1591
2764,1979
5642,4018
11318,8359
8594,6235
776,448
11302,8351
8382,6086
7024,5217
11131,8240
10064,7318
5088,3580
4632,3300
9420,6987
5786,4147
3661,2611
2940,2097
11314,8361
7828,5685
8609,6250
4089,2792
9524,7044
2690,1922
6511,4817
8949,6584
7619,5511
7679,5562
5394,3808
7302,5346
1292,863
10015,7281
10488,7730
4748,3404
659,398
2622,1872
4406,3115
2493,1758
8098,5896
9345,6934
7275,5334
2038,1363
3058,2173
465,303
3137,2237
2555,1818
10203,7453
2634,1882
6455,4777
8303,6035
316,180
3934,2783
1556,1030
2103,1428
5303,3747
3304,2350
10877,8077
1091,701
1619,1086
10555,7797
8296,6032
5959,4317
9813,7160
942,578
1002,629
9081,6716
9936,7230
11725,8588
1317,869
11728,8593
434,293
6905,5134
4093,2897
8073,5879
703,417
5118,3593
11721,8590
2170,1495
9468,7017
9614,7071
9452,7009
3855,2732
696,414
6026,4384
715,427
9148,6783
9769,7130
189,88
1780,1165
9211,6839
7834,5691
5043,3540
5356,3771
7704,5581
11164,8268
5400,3814
3635,2584
7634,5522
5036,3537
4599,3270
1247,823
3210,2297
6990,5191
5247,3720
8332,6052
8686,6321
1310,879
158,78
9576,7058
471,309
4572,3258
6480,4796
322,186
464,306
1742,1152
6281,4623
3977,2819
904,541
10902,8096
6707,4960
10561,7803
4183,2924
9838,7179
4394,3107
10211,7461
5889,4247
9314,6913
7263,5326
2540,1805
3381,2421
9831,7176
10292,7534
640,387
9891,7190
6930,5153
6355,4693
11518,8486
725,431
7237,5310
4156,2942
9307,6910
6841,5081
8818,6453
10967,8117
11261,8335
2176,1501
2384,1679
718,428
9300,6907
3462,2467
10628,7870
3481,2480
5578,3954
8530,6171
10944,8106
192,89
1682,1114
1701,1127
9154,6789
7578,5495
7122,5215
1846,1222
3221,2031
4062,2876
2945,2096
8545,6186
11170,8274
10702,7940
8190,5958
5191,3666
8885,6520
10765,7996
1506,1009
7383,5377
4683,3344
5777,4140
5436,3847
4006,2836
1955,1286
1205,788
1793,1187
3816,2712
8470,6133
6565,4866
11694,8580
7881,5738
5830,4188
1976,1308
8340,6060
9527,7047
752,439
1767,1171
6514,4820
2039,1364
1805,1197
4530,3223
10132,7386
11047,8180
3413,2443
8108,5902
11465,8464
10491,7733
226,100
10236,7480
5895,4253
4479,3177
6368,4702
7552,5455
643,388
4542,3233
662,401
3387,2427
9017,6652
11059,8190
10298,7540
9976,7260
2476,1752
871,511
15,1
7408,5383
1610,1079
2558,1821
9719,7109
3399,2437
1730,1144
993,622
363,226
2106,1431
7214,5288
27,11
5584,3960
1723,1141
9696,7098
5962,4320
131,68
945,581
6896,5127
9816,7163
10984,8137
9084,6719
2272,1585
10365,7607
7311,5342
105,52
7330,5355
6027,4385
437,296
8891,6526
4096,2900
789,455
5023,3519
9443,7002
8481,6133
11498,8479
3009,1999
975,581
7306,5348
7822,5679
8603,6244
5783,4146
1834,1214
11491,8476
4872,3471
10073,7327
11697,8581
5454,3863
6094,4452
1827,1211
8618,6259
5046,3543
9781,7118
8958,6593
3201,2290
11468,8465
7688,5571
7707,5584
6984,5189
8133,5921
7899,5754
10497,7739
4485,3183
9586,7064
9023,6658
2650,1894
4582,3264
11084,8209
10190,7444
4497,3193
3067,2182
6401,4730
3614,2580
9579,7061
2583,1840
4367,3083
4515,3210
1755,1163
8754,6389
325,189
578,369
2981,2115
2112,1437
907,544
10564,7806
5968,4326
9822,7169
6921,5146
1692,999
9090,6725
4128,2922
9945,7239
10920,8084
7352,5369
5115,3592
10629,7871
6854,5092
709,421
814,474
8821,6456
5127,3602
11625,8546
1673,1107
9458,7013
9766,7129
3484,2483
6035,4393
10950,8084
1685,1117
9157,6792
9759,7126
2746,1965
10053,7307
2323,1633
492,315
5517,3878
11224,8323
5052,3549
4656,3320
4210,2974
86,41
11173,8277
9669,7088
10818,8049
7377,5375
5768,4133
5427,3840
1177,768
8443,6109
5831,4189
11106,8223
8341,6061
7145,5254
7661,5548
8695,6330
753,440
6556,4859
7370,5372
3617,2581
5439,3850
227,101
6164,4520
746,437
11833,8673
6568,4869
11437,8444
1941,1285
10570,7812
6308,4649
11430,8441
637,386
8111,5905
3014,2143
5898,4256
9304,6909
1054,674
4254,2993
1601,1072
364,227
4273,3006
4333,3057
3390,2430
6797,5042
10301,7543
6939,5162
9960,7250
7059,5227
1930,1247
3573,2551
1066,684
8827,6462
2273,1586
10366,7608
2412,1701
4075,2883
5543,3920
10637,7879
5587,3963
8539,6180
9679,7092
118,63
7823,5680
2685,1917
11179,8283
7946,5787
8894,6529
10433,7675
8189,5959
2697,1927
4629,3297
4734,3350
10004,7269
3658,2608
4692,3353
6600,4891
8606,6247
2033,1358
3427,2446
5464,3869
4015,2845
10126,7380
4875,3474
2516,1771
11478,8471
7698,5577
4473,3171
4198,2966
9996,7270
55,20
7890,5747
8124,5914
11684,8576
4849,3458
4995,3512
2048,1373
6270,4612
9723,7111
10141,7395
1459,978
2641,1887
865,505
6314,4655
9989,7267
10500,7742
3941,2788
5904,4262
9364,6949
2552,1815
10200,7450
3605,2573
9716,7108
9026,6661
6474,4792
10307,7549
6752,5002
10193,7447
24,10
939,575
1720,1140
7496,5456
8043,5854
6893,5126
441,298
7223,5297
17,7
10617,7859
1488,753
10854,8068
9457,7005
7447,5419
8269,6022
4253,2851
4912,3490
9948,7242
2446,1661
2808,2013
11030,8149
5180,3655
10754,7985
1537,1032
4209,2966
6088,4446
3702,2640
5486,3883
9753,7124
4603,3270
8441,6105
1254,828
1653,1099
4204,2972
61,26
7896,5753
80,39
9866,7186
6103,4461
8329,6049
9583,7063
3061,2176
3314,2356
6165,4521
6225,4572
9370,6955
10506,7748
2656,1898
1854,1210
8426,6103
3896,2748
1477,994
11824,8666
575,368
3775,2687
6559,4862
2510,1780
1094,704
1761,1167
6432,4757
9632,7076
11022,8163
8763,6398
11836,8676
9898,7195
3110,2189
4144,2934
3910,2767
7244,5315
7349,5368
9961,7251
11731,8596
916,553
9625,7073
7453,5425
5715,4069
9099,6734
4137,2931
6721,4981
9954,7248
7576,5495
10354,7596
11033,8150
1689,1119
11245,8329
1221,785
5515,3900
4806,3440
2862,1979
6733,4991
10760,7991
7559,5484
2762,1977
5640,4016
9673,7090
1320,885
83,40
10062,7316
2774,1987
602,376
5825,4183
767,443
3659,2609
5061,3558
7031,5220
2688,1920
8947,6582
5714,4086
7677,5560
3675,2590
5392,3806
11286,8343
2915,2084
1499,1008
4171,2942
5840,4198
743,436
3019,2141
7293,5341
6584,4881
11026,8123
10129,7383
11443,8448
3809,2711
11842,8682
358,221
4539,3230
9504,7038
4349,3069
6952,5169
9710,7106
6317,4658
4159,2945
1000,627
7056,5226
1607,1076
2875,1988
2498,1772
4342,3066
2217,1530
10871,8077
6884,5119
6755,5005
3756,2676
4110,2908
8836,6471
425,288
444,301
9552,7055
5109,3588
6024,4382
4,2
1535,1028
8548,6189
2335,1643
2777,1988
8193,5961
8272,6025
10068,7322
2799,2006
8437,6092
10427,7669
3447,2456
9209,6837
7832,5689
4686,3347
11188,8292
5780,4143
7702,5579
11482,8473
5398,3812
7531,5468
5461,3868
10442,7684
5480,3881
5034,3535
7632,5520
6527,4831
3208,2295
5792,4153
8684,6319
3667,2617
4701,3362
52,19
1308,877
2042,1367
10135,7389
7647,5535
6965,5178
9020,6655
4371,3083
9713,7107
6279,4621
11062,8193
1449,974
1468,987
3317,2359
10209,7459
3282,2338
2580,1837
7509,5463
10893,8091
9035,6670
11748,8605
2978,2112
2109,1434
9829,7174
825,477
1625,1092
6353,4691
10886,8088
9778,7128
